scenario,variant,profile,seed,mode,offered,accepted,refused,acked,failed,ack_p99_ns,ack_max_ns,produce_requests,wire_bytes,partition_pending_gap_ns,first_observation_wait_max_ns,broker_attempts_max,last_terminal_ns
resources.stop-polling-backpressure,events1024,original,0,sealed,30000,27017,2983,27017,0,1868500000,2006000000,11397,16454331,2005000000,5819000,1,15006000000
resources.stop-polling-backpressure,events64,common,0,broker-ready,30000,26059,3941,26059,0,7000000,2002500000,7733,15735560,2002000000,5818002,1,15005000000
resources.stop-polling-backpressure,events64,common,0,sealed,30000,26057,3943,26057,0,7000000,2006000000,10992,15869784,2005000000,5818001,1,15006000000
resources.stop-polling-backpressure,events64,original,0,broker-ready,30000,26057,3943,26057,0,6500000,2006000000,10992,15869901,2005000000,5819000,1,15006000000
resources.stop-polling-backpressure,events64,original,0,sealed,30000,26057,3943,26057,0,6500000,2006000000,10992,15869901,2005000000,5819000,1,15006000000
resources.wire-window-vs-latency,window1024k,common,0,broker-ready,4096,4096,0,4096,0,206000000,207000000,283,2335821,207000000,185021001,1,997000000
resources.wire-window-vs-latency,window1024k,common,0,sealed,4096,4096,0,4096,0,206000000,207000000,292,2332430,207000000,185021001,1,1031000000
resources.wire-window-vs-latency,window1024k,original,0,broker-ready,4096,4096,0,4096,0,206000000,206000000,497,2349306,206000000,184020000,1,957000000
resources.wire-window-vs-latency,window1024k,original,0,sealed,4096,4096,0,4096,0,206000000,206000000,497,2349306,206000000,184020000,1,957000000
resources.wire-window-vs-latency,window256k,common,0,broker-ready,4096,4096,0,4096,0,206000000,207000000,283,2335821,207000000,185021001,1,997000000
resources.wire-window-vs-latency,window256k,common,0,sealed,4096,4096,0,4096,0,206000000,207000000,292,2332430,207000000,185021001,1,1031000000
resources.wire-window-vs-latency,window256k,original,0,broker-ready,4096,4096,0,4096,0,206000000,206000000,497,2349306,206000000,184020000,1,957000000
resources.wire-window-vs-latency,window256k,original,0,sealed,4096,4096,0,4096,0,206000000,206000000,497,2349306,206000000,184020000,1,957000000
resources.wire-window-vs-latency,window64k,common,0,broker-ready,4096,4096,0,4096,0,206000000,207000000,283,2335821,207000000,185021001,1,997000000
resources.wire-window-vs-latency,window64k,common,0,sealed,4096,4096,0,4096,0,206000000,207000000,292,2332430,207000000,185021001,1,1031000000
resources.wire-window-vs-latency,window64k,original,0,broker-ready,4096,4096,0,4096,0,206000000,206000000,497,2349306,206000000,184020000,1,957000000
resources.wire-window-vs-latency,window64k,original,0,sealed,4096,4096,0,4096,0,206000000,206000000,497,2349306,206000000,184020000,1,957000000
soft.blackhole-vs-failfast,blackhole-request1000ms,common,0,broker-ready,42916,42916,0,42916,0,16000000,3005000000,7256,25115904,3005000000,3000406000,1,15012000000
soft.blackhole-vs-failfast,blackhole-request1000ms,common,0,sealed,34440,34440,0,34440,0,20000000,3011000000,8617,20369703,3009000000,3006406000,1,15017000000
soft.blackhole-vs-failfast,blackhole-request1000ms,original,0,broker-ready,40103,40103,0,40103,0,10000000,3011000000,12997,23969443,3011000000,3006406000,1,15009000000
soft.blackhole-vs-failfast,blackhole-request1000ms,original,0,sealed,40103,40103,0,40103,0,10000000,3011000000,12997,23969443,3011000000,3006406000,1,15009000000
soft.blackhole-vs-failfast,blackhole-request200ms,common,0,broker-ready,43041,43041,0,43041,0,16000000,3005000000,7254,25188906,3005000000,3000406000,1,15012000000
soft.blackhole-vs-failfast,blackhole-request200ms,common,0,sealed,34553,34553,0,34553,0,20000000,3028000000,8591,20433063,3026000000,3023785392,1,15012000000
soft.blackhole-vs-failfast,blackhole-request200ms,original,0,broker-ready,40071,40071,0,40071,0,10000000,3021000000,12987,23951663,3021000000,3016406471,1,15009000000
soft.blackhole-vs-failfast,blackhole-request200ms,original,0,sealed,40071,40071,0,40071,0,10000000,3021000000,12987,23951663,3021000000,3016406471,1,15009000000
soft.blackhole-vs-failfast,failfast-request1000ms,common,0,broker-ready,42814,42814,0,42814,0,16000000,3023000000,7266,25056238,3022000000,3009092974,2,15008000000
soft.blackhole-vs-failfast,failfast-request1000ms,common,0,sealed,35474,35474,0,35474,0,20000000,3030000000,8363,20941604,3026000000,3022802940,2,15008000000
soft.blackhole-vs-failfast,failfast-request1000ms,original,0,broker-ready,40044,40044,0,40044,0,10000000,3023000000,12945,23920050,3018000000,3017558425,2,15005000000
soft.blackhole-vs-failfast,failfast-request1000ms,original,0,sealed,40044,40044,0,40044,0,10000000,3023000000,12945,23920050,3018000000,3017558425,2,15005000000
soft.blackhole-vs-failfast,failfast-request200ms,common,0,broker-ready,42814,42814,0,42814,0,16000000,3023000000,7266,25056238,3022000000,3009092974,2,15008000000
soft.blackhole-vs-failfast,failfast-request200ms,common,0,sealed,35474,35474,0,35474,0,20000000,3030000000,8363,20941604,3026000000,3022802940,2,15008000000
soft.blackhole-vs-failfast,failfast-request200ms,original,0,broker-ready,40044,40044,0,40044,0,10000000,3023000000,12945,23920050,3018000000,3017558425,2,15005000000
soft.blackhole-vs-failfast,failfast-request200ms,original,0,sealed,40044,40044,0,40044,0,10000000,3023000000,12945,23920050,3018000000,3017558425,2,15005000000
soft.degrading-broker-ramp,request1000ms,common,0,broker-ready,51512,51512,0,51512,0,781000000,2113000000,10959,30505929,705000000,1747250112,2,47013000000
soft.degrading-broker-ramp,request1000ms,common,0,sealed,47478,47478,0,47478,0,812000000,2123000000,11588,28245126,701000000,1755158746,2,47008000000
soft.degrading-broker-ramp,request1000ms,original,0,broker-ready,49938,49938,0,49938,0,764000000,3169000000,16741,30008962,708000000,2780953033,2,47006000000
soft.degrading-broker-ramp,request1000ms,original,0,sealed,49938,49938,0,49938,0,764000000,3169000000,16741,30008962,708000000,2780953033,2,47006000000
soft.degrading-broker-ramp,request200ms,common,0,broker-ready,47410,47410,0,47410,0,178000000,27753000000,9943,28355704,20808000000,27532271441,60,47010000000
soft.degrading-broker-ramp,request200ms,common,0,sealed,41858,41858,0,41858,0,175000000,28721000000,10562,25206390,20862000000,28159792209,60,47017000000
soft.degrading-broker-ramp,request200ms,original,0,broker-ready,46031,46031,0,46031,0,231000000,23506000000,14807,28302950,20711000000,23375206564,60,47005000000
soft.degrading-broker-ramp,request200ms,original,0,sealed,46031,46031,0,46031,0,231000000,23506000000,14807,28302950,20711000000,23375206564,60,47005000000
soft.disconnect-storm,i1,common,0,broker-ready,52001,52001,0,52001,0,78000000,269000000,10897,31191532,160000000,262579074,4,17013000000
soft.disconnect-storm,i1,common,0,sealed,51641,51641,0,51641,0,79000000,269000000,10900,30987376,160000000,262579074,4,17010000000
soft.disconnect-storm,i1,original,0,broker-ready,49483,49483,0,49483,0,65000000,418000000,20608,30369683,414000000,413493691,6,17009000000
soft.disconnect-storm,i1,original,0,sealed,49483,49483,0,49483,0,65000000,418000000,20608,30369683,414000000,413493691,6,17009000000
soft.disconnect-storm,i5,common,0,broker-ready,21038,21038,0,21038,0,165000000,649000000,11537,13840435,281000000,636007400,4,17021000000
soft.disconnect-storm,i5,common,0,sealed,20991,20991,0,20991,0,149000000,822000000,11556,13838467,462000000,817199290,4,17023000000
soft.disconnect-storm,i5,original,0,broker-ready,25184,25184,0,25184,0,129000000,689000000,20020,17110103,601000000,684067574,6,17022000000
soft.disconnect-storm,i5,original,0,sealed,25184,25184,0,25184,0,129000000,689000000,20020,17110103,601000000,684067574,6,17022000000
soft.high-jitter,jitter0ms-i1,common,0,broker-ready,4096,4096,0,4096,0,28000000,43000000,704,2413101,43000000,38000001,1,1691000000
soft.high-jitter,jitter0ms-i1,common,0,sealed,4096,4096,0,4096,0,16000000,43000000,691,2408031,43000000,38000001,1,1647000000
soft.high-jitter,jitter0ms-i1,original,0,broker-ready,4096,4096,0,4096,0,15000000,36000000,1192,2431362,36000000,31002000,1,1622000000
soft.high-jitter,jitter0ms-i1,original,0,sealed,4096,4096,0,4096,0,15000000,36000000,1192,2431362,36000000,31002000,1,1622000000
soft.high-jitter,jitter0ms-i5,common,0,broker-ready,4096,4096,0,4096,0,21000000,40000000,874,2421669,40000000,35000001,1,1640000000
soft.high-jitter,jitter0ms-i5,common,0,sealed,4096,4096,0,4096,0,14000000,40000000,769,2415467,40000000,35000001,1,1687000000
soft.high-jitter,jitter0ms-i5,original,0,broker-ready,4096,4096,0,4096,0,13000000,36000000,1334,2448118,36000000,31002000,1,1687000000
soft.high-jitter,jitter0ms-i5,original,0,sealed,4096,4096,0,4096,0,13000000,36000000,1334,2448118,36000000,31002000,1,1687000000
soft.high-jitter,jitter5ms-i1,common,0,broker-ready,4096,4096,0,4096,0,50000000,85000000,646,2405685,85000000,73975828,1,3692000000
soft.high-jitter,jitter5ms-i1,common,0,sealed,4096,4096,0,4096,0,44000000,85000000,652,2403401,85000000,73975828,1,3750000000
soft.high-jitter,jitter5ms-i1,original,0,broker-ready,4096,4096,0,4096,0,43000000,89000000,1180,2430576,89000000,78868975,1,3529000000
soft.high-jitter,jitter5ms-i1,original,0,sealed,4096,4096,0,4096,0,43000000,89000000,1180,2430576,89000000,78868975,1,3529000000
soft.high-jitter,jitter5ms-i5,common,0,broker-ready,4096,4096,0,4096,0,84000000,88000000,1748,2550944,85000000,77099894,1,6902000000
soft.high-jitter,jitter5ms-i5,common,0,sealed,4096,4096,0,4096,0,84000000,89000000,1966,2562567,85000000,78721711,1,7692000000
soft.high-jitter,jitter5ms-i5,original,0,broker-ready,4096,4096,0,4096,0,79000000,89000000,2490,2585921,89000000,78868975,1,5440000000
soft.high-jitter,jitter5ms-i5,original,0,sealed,4096,4096,0,4096,0,79000000,89000000,2490,2585921,89000000,78868975,1,5440000000
soft.metadata-loss-during-move,metadata1000ms,common,0,broker-ready,42828,42828,0,42828,0,28000000,57000000,7366,25116650,57000000,43303005,2,14022000000
soft.metadata-loss-during-move,metadata1000ms,common,0,sealed,36541,36541,0,36541,0,24000000,65000000,8632,21588303,63000000,45965599,3,14022000000
soft.metadata-loss-during-move,metadata1000ms,original,0,broker-ready,46709,46709,0,46709,0,16000000,34000000,13530,27765412,34000000,23209000,2,14012000000
soft.metadata-loss-during-move,metadata1000ms,original,0,sealed,44865,44865,0,44865,0,18000000,30000000,13719,26720170,30000000,23209000,2,14017000000
soft.metadata-loss-during-move,metadata20ms,common,0,broker-ready,42830,42830,0,42830,0,28000000,71000000,7465,25156446,66000000,51244001,3,14014000000
soft.metadata-loss-during-move,metadata20ms,common,0,sealed,36453,36453,0,36453,0,24000000,76000000,8621,21558708,74000000,51346007,3,14017000000
soft.metadata-loss-during-move,metadata20ms,original,0,broker-ready,46758,46758,0,46758,0,15000000,34000000,13524,27817869,34000000,28209000,2,14011000000
soft.metadata-loss-during-move,metadata20ms,original,0,sealed,44572,44572,0,44572,0,20000000,34000000,13602,26567509,29000000,28209000,2,14014000000
soft.one-way-loss-responses,outage3000ms-i1,common,0,broker-ready,45010,45010,0,45010,0,18000000,3018000000,8861,26680986,3013000000,3012846526,2,15010000000
soft.one-way-loss-responses,outage3000ms-i1,common,0,sealed,45010,45010,0,45010,0,18000000,3018000000,8861,26680986,3013000000,3012846526,2,15010000000
soft.one-way-loss-responses,outage3000ms-i1,original,0,broker-ready,41169,41169,0,41169,0,22000000,3017000000,16589,24981531,3010000000,3011974883,2,15010000000
soft.one-way-loss-responses,outage3000ms-i1,original,0,sealed,41169,41169,0,41169,0,22000000,3017000000,16589,24981531,3010000000,3011974883,2,15010000000
soft.one-way-loss-responses,outage3000ms-i5,common,0,broker-ready,18069,18069,0,18069,0,28000000,3048000000,9783,11500852,3018000000,3043237000,2,15022000000
soft.one-way-loss-responses,outage3000ms-i5,common,0,sealed,18067,18067,0,18067,0,28000000,3046000000,9785,11497253,3014000000,3041237000,2,15022000000
soft.one-way-loss-responses,outage3000ms-i5,original,0,broker-ready,21092,21092,0,21092,0,28000000,3026000000,16652,13770113,3006000000,3021219000,2,15023000000
soft.one-way-loss-responses,outage3000ms-i5,original,0,sealed,21092,21092,0,21092,0,28000000,3026000000,16652,13770113,3006000000,3021219000,2,15023000000
soft.one-way-loss-responses,outage300ms-i1,common,0,broker-ready,44002,44002,0,44002,0,18000000,312000000,8250,26044331,307000000,306608000,2,12314000000
soft.one-way-loss-responses,outage300ms-i1,common,0,sealed,44002,44002,0,44002,0,18000000,312000000,8250,26044331,307000000,306608000,2,12314000000
soft.one-way-loss-responses,outage300ms-i1,original,0,broker-ready,40699,40699,0,40699,0,22000000,313000000,15991,24646100,307000000,308608000,2,12313000000
soft.one-way-loss-responses,outage300ms-i1,original,0,sealed,40699,40699,0,40699,0,22000000,313000000,15991,24646100,307000000,308608000,2,12313000000
soft.one-way-loss-responses,outage300ms-i5,common,0,broker-ready,17359,17359,0,17359,0,28000000,348000000,9107,11017739,318000000,343237000,2,12320000000
soft.one-way-loss-responses,outage300ms-i5,common,0,sealed,17385,17385,0,17385,0,28000000,346000000,9111,11036908,314000000,341237000,2,12323000000
soft.one-way-loss-responses,outage300ms-i5,original,0,broker-ready,20412,20412,0,20412,0,28000000,326000000,15976,13308078,306000000,321219000,2,12322000000
soft.one-way-loss-responses,outage300ms-i5,original,0,sealed,20412,20412,0,20412,0,28000000,326000000,15976,13308078,306000000,321219000,2,12322000000
soft.retriable-error-storm,error19-slow0,common,0,broker-ready,42318,42318,0,42318,0,16000000,2031000000,7209,24969231,2030000000,2005441807,15,14012000000
soft.retriable-error-storm,error19-slow0,common,0,sealed,33854,33854,0,33854,0,20000000,2126000000,8467,20232429,2122000000,2095062290,16,14017000000
soft.retriable-error-storm,error19-slow0,original,0,broker-ready,39632,39632,0,39632,0,10000000,2034000000,12856,23910988,2029000000,2007490173,17,14005000000
soft.retriable-error-storm,error19-slow0,original,0,sealed,39632,39632,0,39632,0,10000000,2034000000,12856,23910988,2029000000,2007490173,17,14005000000
soft.retriable-error-storm,error19-slow1,common,0,broker-ready,41519,41519,0,41519,0,16000000,2311000000,7030,24352112,2310000000,190079335,5,14006000000
soft.retriable-error-storm,error19-slow1,common,0,sealed,33727,33727,0,33727,0,20000000,2336000000,8272,19983888,2332000000,175926404,5,14017000000
soft.retriable-error-storm,error19-slow1,original,0,broker-ready,35463,35463,0,35463,0,10000000,3410000000,11673,21270202,3410000000,975573059,6,14006000000
soft.retriable-error-storm,error19-slow1,original,0,sealed,35463,35463,0,35463,0,10000000,3410000000,11673,21270202,3410000000,975573059,6,14006000000
soft.retriable-error-storm,error6-slow0,common,0,broker-ready,42922,42922,0,42922,0,28000000,48000000,7244,25153433,36000000,43763001,2,14021000000
soft.retriable-error-storm,error6-slow0,common,0,sealed,36569,36569,0,36569,0,24000000,48000000,8630,21601178,38000000,43045001,2,14026000000
soft.retriable-error-storm,error6-slow0,original,0,broker-ready,47085,47085,0,47085,0,15000000,29000000,13460,27976098,29000000,19299000,2,14009000000
soft.retriable-error-storm,error6-slow0,original,0,sealed,44895,44895,0,44895,0,19000000,29000000,13489,26714740,29000000,19143804,2,14013000000
soft.retriable-error-storm,error6-slow1,common,0,broker-ready,42587,42587,0,42587,0,28000000,199000000,7207,24959720,198000000,185675335,2,14017000000
soft.retriable-error-storm,error6-slow1,common,0,sealed,36434,36434,0,36434,0,24000000,184000000,8593,21519647,180000000,171522404,2,14017000000
soft.retriable-error-storm,error6-slow1,original,0,broker-ready,46393,46393,0,46393,0,15000000,176000000,13415,27580928,171000000,170209000,2,14008000000
soft.retriable-error-storm,error6-slow1,original,0,sealed,45095,45095,0,45095,0,16000000,176000000,13581,26887216,171000000,170209000,2,14006000000
soft.retriable-error-storm,error7-slow0,common,0,broker-ready,42318,42318,0,42318,0,16000000,2031000000,7209,24969231,2030000000,2005441807,15,14012000000
soft.retriable-error-storm,error7-slow0,common,0,sealed,33854,33854,0,33854,0,20000000,2126000000,8467,20232429,2122000000,2095062290,16,14017000000
soft.retriable-error-storm,error7-slow0,original,0,broker-ready,39632,39632,0,39632,0,10000000,2034000000,12856,23910988,2029000000,2007490173,17,14005000000
soft.retriable-error-storm,error7-slow0,original,0,sealed,39632,39632,0,39632,0,10000000,2034000000,12856,23910988,2029000000,2007490173,17,14005000000
soft.retriable-error-storm,error7-slow1,common,0,broker-ready,41519,41519,0,41519,0,16000000,2311000000,7030,24352112,2310000000,190079335,5,14006000000
soft.retriable-error-storm,error7-slow1,common,0,sealed,33727,33727,0,33727,0,20000000,2336000000,8272,19983888,2332000000,175926404,5,14017000000
soft.retriable-error-storm,error7-slow1,original,0,broker-ready,35463,35463,0,35463,0,10000000,3410000000,11673,21270202,3410000000,975573059,6,14006000000
soft.retriable-error-storm,error7-slow1,original,0,sealed,35463,35463,0,35463,0,10000000,3410000000,11673,21270202,3410000000,975573059,6,14006000000
soft.slow-broker-window,lanes1-i1,common,0,broker-ready,51690,51690,0,51690,0,294000000,310000000,8522,30239936,309000000,155606002,1,22011000000
soft.slow-broker-window,lanes1-i1,common,0,sealed,48898,48898,0,48898,0,293000000,309000000,9526,28568571,309000000,154594074,1,22011000000
soft.slow-broker-window,lanes1-i1,original,0,broker-ready,50061,50061,0,50061,0,294000000,309000000,8525,29327748,309000000,154593000,1,22011000000
soft.slow-broker-window,lanes1-i1,original,0,sealed,48894,48894,0,48894,0,293000000,309000000,9537,28568193,309000000,154591000,1,22011000000
soft.slow-broker-window,lanes1-i5,common,0,broker-ready,46677,46677,0,46677,0,16000000,6090000000,7456,27481247,1361000000,5849378554,3,22010000000
soft.slow-broker-window,lanes1-i5,common,0,sealed,35063,35063,0,35063,0,27000000,3035000000,9522,21230219,953000000,2838348549,2,22019000000
soft.slow-broker-window,lanes1-i5,original,0,broker-ready,44336,44336,0,44336,0,18000000,6591000000,8392,26309335,2099000000,6275341035,5,22011000000
soft.slow-broker-window,lanes1-i5,original,0,sealed,35781,35781,0,35781,0,27000000,6876000000,9180,21484280,1599000000,6721788189,3,22009000000
soft.slow-broker-window,lanes4-i1,common,0,broker-ready,51690,51690,0,51690,0,294000000,310000000,8522,30239936,309000000,155606002,1,22011000000
soft.slow-broker-window,lanes4-i1,common,0,sealed,48898,48898,0,48898,0,293000000,309000000,9526,28568571,309000000,154594074,1,22011000000
soft.slow-broker-window,lanes4-i1,original,0,broker-ready,46881,46881,0,46881,0,294000000,309000000,15061,27996450,160000000,154608000,1,22005000000
soft.slow-broker-window,lanes4-i1,original,0,sealed,46881,46881,0,46881,0,294000000,309000000,15061,27996450,160000000,154608000,1,22005000000
soft.slow-broker-window,lanes4-i5,common,0,broker-ready,46677,46677,0,46677,0,16000000,6090000000,7456,27481247,1361000000,5849378554,3,22010000000
soft.slow-broker-window,lanes4-i5,common,0,sealed,35063,35063,0,35063,0,27000000,3035000000,9522,21230219,953000000,2838348549,2,22019000000
soft.slow-broker-window,lanes4-i5,original,0,broker-ready,43163,43163,0,43163,0,10000000,3458000000,13957,26174320,402000000,3160202317,2,22005000000
soft.slow-broker-window,lanes4-i5,original,0,sealed,43163,43163,0,43163,0,10000000,3458000000,13957,26174320,402000000,3160202317,2,22005000000
soft.slow-setup,request2000ms,common,0,broker-ready,54457,54457,0,54457,0,16000000,1846000000,9137,31861000,1845000000,1832483325,2,17013000000
soft.slow-setup,request2000ms,common,0,sealed,46450,46450,0,46450,0,20000000,1851000000,9994,27348729,1847000000,1844384752,2,17009000000
soft.slow-setup,request2000ms,original,0,broker-ready,51020,51020,0,51020,0,10000000,1844000000,16325,30456601,1839000000,1838216891,2,17006000000
soft.slow-setup,request2000ms,original,0,sealed,51020,51020,0,51020,0,10000000,1844000000,16325,30456601,1839000000,1838216891,2,17006000000
soft.slow-setup,request200ms,common,0,broker-ready,43178,43178,0,43178,0,16000000,5181000000,7386,25271551,5180000000,5167343096,2,17008000000
soft.slow-setup,request200ms,common,0,sealed,35787,35787,0,35787,0,20000000,5182000000,8493,21129042,5178000000,5175591086,2,17005000000
soft.slow-setup,request200ms,original,0,broker-ready,40427,40427,0,40427,0,10000000,5148000000,13024,24144250,5143000000,5141954959,2,17005000000
soft.slow-setup,request200ms,original,0,sealed,40427,40427,0,40427,0,10000000,5148000000,13024,24144250,5143000000,5141954959,2,17005000000
soft.sustained-random-loss,loss1-slow0,common,0,broker-ready,61988,61988,0,61988,0,27000000,71000000,10095,36505401,66000000,65506155,3,17006000000
soft.sustained-random-loss,loss1-slow0,common,0,sealed,50324,50324,0,50324,0,29000000,73000000,11415,29937804,68000000,66960890,3,17008000000
soft.sustained-random-loss,loss1-slow0,original,0,broker-ready,58371,58371,0,58371,0,34000000,284000000,18109,35012699,279000000,272689124,3,17008000000
soft.sustained-random-loss,loss1-slow0,original,0,sealed,58371,58371,0,58371,0,34000000,284000000,18109,35012699,279000000,272689124,3,17008000000
soft.sustained-random-loss,loss1-slow1,common,0,broker-ready,42968,42968,0,42968,0,176000000,575000000,7367,25356042,567000000,566034809,3,17009000000
soft.sustained-random-loss,loss1-slow1,common,0,sealed,36355,36355,0,36355,0,174000000,545000000,8503,21649160,544000000,539249346,3,17015000000
soft.sustained-random-loss,loss1-slow1,original,0,broker-ready,41951,41951,0,41951,0,161000000,958000000,13084,25163046,804000000,776528613,4,17008000000
soft.sustained-random-loss,loss1-slow1,original,0,sealed,41951,41951,0,41951,0,161000000,958000000,13084,25163046,804000000,776528613,4,17008000000
soft.sustained-random-loss,loss5-slow0,common,0,broker-ready,54404,54404,0,54404,0,53000000,226000000,9104,32988783,164000000,208733062,3,17008000000
soft.sustained-random-loss,loss5-slow0,common,0,sealed,44356,44356,0,44356,0,61000000,254000000,10478,27326323,167000000,243588273,3,17012000000
soft.sustained-random-loss,loss5-slow0,original,0,broker-ready,42960,42960,0,42960,0,186000000,377000000,14107,26490543,330000000,329417303,4,17006000000
soft.sustained-random-loss,loss5-slow0,original,0,sealed,42960,42960,0,42960,0,186000000,377000000,14107,26490543,330000000,329417303,4,17006000000
soft.sustained-random-loss,loss5-slow1,common,0,broker-ready,27446,27446,0,27446,0,321000000,822000000,4929,16600130,644000000,520657605,3,17010000000
soft.sustained-random-loss,loss5-slow1,common,0,sealed,21108,21108,0,21108,0,417000000,3292000000,5006,12879145,1691000000,3277709210,3,17008000000
soft.sustained-random-loss,loss5-slow1,original,0,broker-ready,25391,25391,0,25391,0,389000000,1063000000,8621,15600532,656000000,980530344,3,17009000000
soft.sustained-random-loss,loss5-slow1,original,0,sealed,25391,25391,0,25391,0,389000000,1063000000,8621,15600532,656000000,980530344,3,17009000000
soft.throttle-window,i1,common,0,broker-ready,46479,46479,0,46479,0,18000000,510000000,7436,27167725,509000000,505606002,1,17013000000
soft.throttle-window,i1,common,0,sealed,44163,44163,0,44163,0,14000000,509000000,8361,25762439,509000000,504010016,1,17011000000
soft.throttle-window,i1,original,0,broker-ready,41839,41839,0,41839,0,10000000,509000000,13153,24948976,509000000,504608000,1,17007000000
soft.throttle-window,i1,original,0,sealed,41839,41839,0,41839,0,10000000,509000000,13153,24948976,509000000,504608000,1,17007000000
soft.throttle-window,i5,common,0,broker-ready,45555,45555,0,45555,0,17000000,505000000,6971,26538559,505000000,500606002,1,17012000000
soft.throttle-window,i5,common,0,sealed,35239,35239,0,35239,0,28000000,508000000,8813,20901451,508000000,503618002,1,17007000000
soft.throttle-window,i5,original,0,broker-ready,41839,41839,0,41839,0,10000000,509000000,13652,25007858,509000000,504608000,1,17007000000
soft.throttle-window,i5,original,0,sealed,41839,41839,0,41839,0,10000000,509000000,13652,25007858,509000000,504608000,1,17007000000
soft.tiny-chunk-transport,window1024k-i1,common,0,broker-ready,4096,4096,0,4096,0,13000000,19000000,581,2384785,19000000,16109001,1,1027000000
soft.tiny-chunk-transport,window1024k-i1,common,0,sealed,4096,4096,0,4096,0,12000000,19000000,766,2381183,19000000,16109001,1,977000000
soft.tiny-chunk-transport,window1024k-i1,original,0,broker-ready,4096,4096,0,4096,0,9000000,17000000,767,2380897,17000000,14056000,1,907000000
soft.tiny-chunk-transport,window1024k-i1,original,0,sealed,4096,4096,0,4096,0,9000000,17000000,767,2380897,17000000,14056000,1,907000000
soft.tiny-chunk-transport,window1024k-i5,common,0,broker-ready,4096,4096,0,4096,0,10000000,18000000,562,2370575,18000000,15054001,1,971000000
soft.tiny-chunk-transport,window1024k-i5,common,0,sealed,4096,4096,0,4096,0,10000000,18000000,638,2374375,18000000,15054001,1,971000000
soft.tiny-chunk-transport,window1024k-i5,original,0,broker-ready,4096,4096,0,4096,0,9000000,17000000,767,2380897,17000000,14056000,1,907000000
soft.tiny-chunk-transport,window1024k-i5,original,0,sealed,4096,4096,0,4096,0,9000000,17000000,767,2380897,17000000,14056000,1,907000000
soft.tiny-chunk-transport,window64k-i1,common,0,broker-ready,4096,4096,0,4096,0,13000000,19000000,581,2384785,19000000,16109001,1,1027000000
soft.tiny-chunk-transport,window64k-i1,common,0,sealed,4096,4096,0,4096,0,12000000,19000000,766,2381183,19000000,16109001,1,977000000
soft.tiny-chunk-transport,window64k-i1,original,0,broker-ready,4096,4096,0,4096,0,9000000,17000000,767,2380897,17000000,14056000,1,907000000
soft.tiny-chunk-transport,window64k-i1,original,0,sealed,4096,4096,0,4096,0,9000000,17000000,767,2380897,17000000,14056000,1,907000000
soft.tiny-chunk-transport,window64k-i5,common,0,broker-ready,4096,4096,0,4096,0,10000000,18000000,562,2370575,18000000,15054001,1,971000000
soft.tiny-chunk-transport,window64k-i5,common,0,sealed,4096,4096,0,4096,0,10000000,18000000,638,2374375,18000000,15054001,1,971000000
soft.tiny-chunk-transport,window64k-i5,original,0,broker-ready,4096,4096,0,4096,0,9000000,17000000,767,2380897,17000000,14056000,1,907000000
soft.tiny-chunk-transport,window64k-i5,original,0,sealed,4096,4096,0,4096,0,9000000,17000000,767,2380897,17000000,14056000,1,907000000
topology.delete-recreate,reopen0,common,0,broker-ready,4512,4121,391,4112,9,8000000,9000000,188,2335261,9000000,6821001,1,15012250000
topology.delete-recreate,reopen0,common,0,sealed,4512,4121,391,4112,9,19000000,26000000,191,2332393,23000000,24001001,1,15012250000
topology.delete-recreate,reopen0,original,0,broker-ready,4512,4121,391,4112,9,8000000,8000000,335,2345721,8000000,5820000,1,15012250000
topology.delete-recreate,reopen0,original,0,sealed,4512,4121,391,4112,9,8000000,8000000,335,2345721,8000000,5820000,1,15012250000
topology.delete-recreate,reopen1,common,0,broker-ready,4512,4512,0,4512,0,8000000,9000000,258,2569624,9000000,6821001,1,15116000000
topology.delete-recreate,reopen1,common,0,sealed,4512,4512,0,4512,0,19000000,26000000,289,2567612,23000000,24001001,1,15116000000
topology.delete-recreate,reopen1,original,0,broker-ready,4512,4512,0,4512,0,8000000,8000000,433,2580940,8000000,5820000,1,15116000000
topology.delete-recreate,reopen1,original,0,sealed,4512,4512,0,4512,0,8000000,8000000,433,2580940,8000000,5820000,1,15116000000
topology.leader-rebalance-churn,i1,common,0,broker-ready,206726,206726,0,206726,0,15000000,39000000,54073,122525991,34000000,34010001,2,62007000000
topology.leader-rebalance-churn,i1,common,0,sealed,205914,205914,0,205914,0,14000000,39000000,53878,121949775,35000000,34010001,2,62005000000
topology.leader-rebalance-churn,i1,original,0,broker-ready,198139,198139,0,198139,0,10000000,38000000,65244,118538211,38000000,32975648,2,62006000000
topology.leader-rebalance-churn,i1,original,0,sealed,198139,198139,0,198139,0,10000000,38000000,65244,118538211,38000000,32975648,2,62006000000
topology.leader-rebalance-churn,i5,common,0,broker-ready,201139,201139,0,201139,0,19000000,39000000,54694,119520013,34000000,30536498,2,62005000000
topology.leader-rebalance-churn,i5,common,0,sealed,187613,187613,0,187613,0,24000000,47000000,53327,111680096,35000000,40211001,2,62008000000
topology.leader-rebalance-churn,i5,original,0,broker-ready,198257,198257,0,198257,0,10000000,39000000,66468,118742462,37000000,33005206,2,62009000000
topology.leader-rebalance-churn,i5,original,0,sealed,198257,198257,0,198257,0,10000000,39000000,66468,118742462,37000000,33005206,2,62009000000
